age,daily_activity_hours,sleep_hours,caffeine_intake,screen_time,exercise_hours,stress_score,burnout_general
43.0,12.63,5.57,6.0,17.58,1.87,6,High
24.0,8.49,7.67,4.0,12.32,0.21,2,Low
28.0,13.95,8.94,5.0,16.56,0.19,5,Medium
43.0,8.73,8.5,5.0,13.38,1.23,2,Low
40.0,8.96,4.27,4.0,11.28,0.87,3,Medium
38.0,12.09,6.83,2.0,16.02,1.33,5,Medium
26.0,7.41,8.6,7.0,8.75,1.95,1,Low
42.0,7.89,5.44,2.0,9.4,0.11,3,Medium
28.0,11.56,4.77,4.0,15.28,0.38,6,High
26.0,4.73,5.75,3.0,9.1,1.28,2,Low
32.0,12.65,7.96,6.0,14.46,1.79,4,Medium
30.0,8.3,4.42,4.0,10.97,1.6,3,Medium
33.0,9.81,7.0,6.0,13.29,0.93,2,Low
38.0,11.57,4.68,4.0,15.76,1.49,5,Medium
30.0,6.66,6.18,5.0,10.17,0.42,5,Medium
32.0,12.9,8.83,6.0,14.28,0.03,5,Medium
32.0,8.94,4.17,5.0,13.48,1.63,4,Medium
20.0,13.37,6.14,7.0,17.84,0.87,6,High
31.0,12.94,5.49,2.0,17.92,0.84,5,Medium
38.0,7.11,6.71,4.0,8.53,1.03,2,Low
27.0,6.28,5.56,3.0,10.38,0.96,3,Medium
27.0,7.17,5.55,5.0,8.73,0.01,4,Medium
40.0,6.13,6.41,5.0,11.02,1.6,4,Medium
32.0,13.06,6.58,4.0,15.48,1.24,5,Medium
31.0,12.99,4.01,7.0,15.39,1.46,6,High
35.0,5.02,7.08,3.0,6.87,1.8,0,Low
20.0,5.43,8.99,4.0,7.58,0.57,0,Low
26.0,7.99,7.15,6.0,10.71,1.2,2,Low
27.0,9.11,7.02,4.0,13.35,1.69,1,Low
33.0,6.19,6.65,0.0,10.53,1.47,3,Medium
42.0,11.21,6.72,2.0,13.31,1.62,5,Medium
34.0,5.0,7.85,3.0,7.52,1.49,0,Low
36.0,9.58,5.35,5.0,13.76,1.68,4,Medium
34.0,6.5,8.69,2.0,11.46,0.98,1,Low
39.0,6.06,4.06,5.0,8.28,1.01,3,Medium
37.0,5.36,7.63,0.0,8.58,0.2,1,Low
37.0,8.25,5.91,2.0,11.11,1.7,3,Medium
21.0,5.36,6.61,7.0,10.36,1.07,4,Medium
23.0,8.16,5.46,7.0,12.4,1.19,4,Medium
20.0,5.49,5.61,7.0,8.08,0.24,4,Medium
23.0,10.57,4.08,5.0,13.48,1.2,4,Medium
37.0,11.85,7.65,6.0,13.83,0.08,5,Medium
24.0,9.5,7.55,1.0,13.52,1.85,1,Low
38.0,10.8,7.27,0.0,15.18,1.73,1,Low
34.0,13.38,8.39,2.0,18.24,0.39,4,Medium
27.0,10.38,8.51,1.0,13.64,1.19,1,Low
36.0,8.49,7.42,7.0,11.27,1.61,2,Low
20.0,12.61,4.05,4.0,16.05,1.51,5,Medium
31.0,5.31,8.23,0.0,7.7,1.99,0,Low
38.0,7.26,8.08,4.0,11.21,0.7,1,Low
34.0,9.77,4.1,7.0,10.86,0.25,5,Medium
28.0,10.76,6.71,1.0,11.87,1.15,3,Medium
21.0,7.18,4.91,7.0,11.9,0.57,4,Medium
28.0,5.46,5.76,3.0,8.99,0.47,3,Medium
29.0,13.55,5.66,5.0,17.46,1.6,6,High
21.0,4.76,5.78,3.0,9.06,1.51,2,Low
38.0,4.96,4.21,4.0,7.41,0.41,3,Medium
32.0,12.19,5.47,4.0,16.92,0.27,6,High
29.0,11.75,8.33,4.0,16.5,0.22,4,Medium
33.0,13.38,5.76,7.0,16.15,0.7,6,High
37.0,5.42,6.24,7.0,7.29,1.77,3,Medium
38.0,7.76,5.9,3.0,12.33,1.39,3,Medium
41.0,6.82,4.6,4.0,10.65,0.79,3,Medium
28.0,12.61,8.95,1.0,13.64,0.31,4,Medium
44.0,8.88,8.13,2.0,10.31,1.43,1,Low
26.0,4.27,6.7,2.0,9.2,1.2,2,Low
22.0,11.08,6.38,2.0,12.23,1.98,5,Medium
39.0,7.89,7.25,5.0,10.02,1.53,2,Low
25.0,9.31,5.63,7.0,12.5,0.2,5,Medium
40.0,12.94,4.25,6.0,14.68,1.46,6,High
21.0,6.57,6.02,6.0,8.5,0.51,3,Medium
25.0,6.4,8.92,3.0,8.81,1.92,0,Low
22.0,6.63,4.91,6.0,8.71,0.04,4,Medium
27.0,5.07,4.04,2.0,8.07,1.0,2,Low
21.0,10.97,4.61,7.0,13.08,0.16,5,Medium
36.0,6.07,6.94,0.0,8.32,0.69,2,Low
28.0,13.26,5.49,5.0,14.42,0.99,6,High
31.0,6.16,8.53,2.0,7.36,0.89,0,Low
22.0,6.56,6.03,7.0,10.43,0.92,4,Medium
30.0,6.97,5.04,4.0,8.42,1.76,2,Low
42.0,8.28,7.97,6.0,12.65,1.88,2,Low
32.0,12.19,4.1,2.0,14.66,0.3,6,High
24.0,13.29,7.87,2.0,17.78,1.31,3,Medium
40.0,11.57,4.52,6.0,16.03,0.57,6,High
36.0,4.52,8.51,0.0,9.04,0.69,0,Low
44.0,12.37,5.32,3.0,15.66,1.8,5,Medium
42.0,13.38,4.85,7.0,18.19,1.08,6,High
43.0,13.94,6.95,6.0,18.22,0.67,6,High
44.0,5.25,4.88,3.0,7.91,1.55,2,Low
25.0,10.13,7.4,4.0,13.65,0.14,2,Low
40.0,5.99,6.45,2.0,7.48,1.13,2,Low
41.0,6.63,4.55,1.0,9.84,0.2,3,Medium
37.0,13.78,7.37,6.0,15.91,0.12,5,Medium
23.0,9.95,6.73,3.0,11.45,1.8,3,Medium
22.0,12.51,5.87,0.0,14.94,0.1,6,High
28.0,9.97,8.07,3.0,12.19,0.77,1,Low
40.0,7.89,4.63,6.0,12.06,0.99,4,Medium
25.0,12.9,6.47,0.0,15.98,0.9,5,Medium
31.0,7.02,6.42,2.0,10.57,1.5,3,Medium
21.0,8.32,5.75,2.0,10.43,1.82,3,Medium
22.0,6.73,4.5,6.0,10.23,0.05,5,Medium
31.0,13.08,5.03,6.0,17.53,1.79,6,High
34.0,8.65,4.01,3.0,10.29,1.96,3,Medium
28.0,8.24,5.86,6.0,10.76,0.87,4,Medium
42.0,12.5,5.46,4.0,13.95,0.91,5,Medium
27.0,7.12,8.33,1.0,8.98,0.29,1,Low
30.0,12.17,7.73,6.0,14.75,0.95,4,Medium
35.0,5.22,4.42,4.0,9.8,0.61,2,Low
44.0,5.83,7.7,5.0,9.06,1.99,1,Low
41.0,13.51,7.38,4.0,15.83,0.37,4,Medium
23.0,12.42,5.41,3.0,16.41,0.76,5,Medium
20.0,7.88,4.08,3.0,8.96,1.23,2,Low
43.0,10.38,4.58,1.0,12.86,0.69,3,Medium
26.0,13.43,5.25,1.0,16.83,0.95,5,Medium
21.0,6.12,8.08,1.0,9.45,1.95,0,Low
43.0,4.59,6.33,3.0,8.02,1.02,2,Low
24.0,9.37,8.59,3.0,11.22,1.82,1,Low
26.0,5.43,7.95,4.0,7.78,0.09,1,Low
23.0,5.87,5.44,3.0,10.6,0.24,4,Medium
24.0,12.92,8.23,5.0,17.82,1.89,4,Medium
43.0,4.07,4.58,2.0,6.32,0.26,3,Medium
20.0,12.17,4.18,2.0,15.75,1.47,5,Medium
20.0,9.17,7.04,1.0,11.14,0.89,1,Low
39.0,10.72,5.65,5.0,14.89,1.32,4,Medium
38.0,8.31,7.44,7.0,11.31,1.46,2,Low
29.0,5.16,8.25,2.0,9.56,1.86,0,Low
37.0,5.03,5.61,4.0,8.54,0.51,2,Low
22.0,11.54,5.63,7.0,15.06,1.4,6,High
30.0,6.21,6.67,0.0,7.35,0.68,2,Low
34.0,4.28,7.27,6.0,8.28,1.44,1,Low
30.0,13.8,5.01,4.0,18.71,0.28,6,High
36.0,13.8,8.56,0.0,16.69,0.92,3,Medium
36.0,7.78,7.27,5.0,9.41,0.37,2,Low
25.0,4.26,7.13,4.0,9.17,0.67,0,Low
24.0,11.27,8.52,2.0,13.43,1.43,3,Medium
27.0,12.31,8.54,3.0,14.95,0.47,4,Medium
21.0,5.25,4.68,0.0,6.56,1.37,2,Low
39.0,12.22,7.81,5.0,14.09,0.18,5,Medium
43.0,13.22,8.78,6.0,16.41,0.77,4,Medium
31.0,11.91,7.33,6.0,15.14,1.74,4,Medium
25.0,6.01,6.06,3.0,9.43,1.98,2,Low
23.0,10.01,5.14,5.0,12.99,0.11,5,Medium
36.0,5.6,8.99,7.0,9.81,0.26,2,Low
32.0,6.11,6.16,6.0,10.85,1.58,4,Medium
37.0,6.83,8.66,1.0,8.91,1.31,0,Low
24.0,9.1,6.15,1.0,10.62,0.57,3,Medium
43.0,9.11,8.64,0.0,11.81,0.78,1,Low
43.0,12.14,5.68,2.0,13.25,1.62,5,Medium
22.0,11.53,7.8,3.0,16.06,0.83,3,Medium
30.0,13.14,8.76,4.0,15.1,1.51,3,Medium
23.0,6.54,7.39,4.0,8.0,1.45,0,Low
33.0,7.31,4.51,5.0,10.52,0.93,4,Medium
30.0,4.14,8.43,0.0,8.22,1.2,0,Low
38.0,4.44,7.94,2.0,6.67,0.93,0,Low
37.0,7.22,7.38,4.0,9.25,0.53,0,Low
25.0,9.69,5.11,5.0,12.48,1.97,4,Medium
34.0,9.18,5.41,7.0,12.66,1.81,4,Medium
40.0,10.54,6.14,2.0,12.3,1.05,3,Medium
29.0,9.28,4.63,5.0,13.49,0.07,5,Medium
24.0,6.29,8.57,2.0,8.08,0.34,1,Low
24.0,6.01,7.7,7.0,7.03,1.71,1,Low
29.0,13.07,5.82,7.0,16.17,1.86,6,High
24.0,6.64,5.5,3.0,8.1,0.32,3,Medium
22.0,6.81,7.45,2.0,10.6,1.47,1,Low
42.0,8.13,6.12,2.0,9.8,1.25,2,Low
25.0,5.39,5.15,7.0,9.66,0.61,3,Medium
23.0,9.07,6.15,3.0,11.95,0.87,3,Medium
37.0,10.65,8.36,1.0,13.92,1.35,1,Low
28.0,11.86,4.34,3.0,13.61,0.2,6,High
32.0,5.48,8.81,6.0,9.01,0.07,2,Low
34.0,8.56,4.07,1.0,10.58,1.8,3,Medium
39.0,4.39,8.45,6.0,6.93,1.15,1,Low
36.0,4.18,5.87,7.0,7.1,1.05,3,Medium
32.0,8.4,4.95,4.0,10.32,1.41,3,Medium
41.0,10.83,4.35,6.0,15.59,0.34,5,Medium
23.0,11.24,4.86,5.0,13.97,0.27,7,High
24.0,12.95,4.13,2.0,17.62,0.59,5,Medium
28.0,4.48,4.22,4.0,6.14,0.82,2,Low
36.0,7.72,7.46,3.0,9.41,1.59,0,Low
32.0,6.73,8.09,3.0,9.64,0.41,1,Low
21.0,7.86,8.44,0.0,10.96,0.99,1,Low
32.0,5.6,6.75,6.0,7.96,0.25,4,Medium
41.0,4.98,8.73,0.0,7.23,0.83,0,Low
40.0,9.21,4.03,7.0,11.94,0.52,4,Medium
42.0,11.2,4.67,1.0,14.96,1.1,5,Medium
22.0,8.51,7.95,6.0,12.35,1.88,2,Low
29.0,9.22,8.43,5.0,13.92,0.57,2,Low
21.0,9.16,7.09,2.0,13.21,1.49,1,Low
32.0,10.92,5.92,3.0,12.69,1.77,3,Medium
38.0,4.48,7.33,7.0,5.83,0.25,2,Low
36.0,11.1,4.9,1.0,14.06,1.17,5,Medium
40.0,9.82,6.29,6.0,14.65,1.22,4,Medium
31.0,4.49,4.52,5.0,7.74,0.05,4,Medium
40.0,5.09,4.17,6.0,6.66,0.51,3,Medium
31.0,9.25,7.75,1.0,13.11,1.17,1,Low
30.0,11.58,6.67,0.0,15.83,0.39,6,High
26.0,7.35,5.66,5.0,12.09,0.57,4,Medium
23.0,7.79,6.19,3.0,11.24,1.42,3,Medium
38.0,13.34,8.79,6.0,16.4,0.8,4,Medium
20.0,6.13,5.92,7.0,9.61,0.13,4,Medium
22.0,7.43,6.32,0.0,10.94,2.0,3,Medium
32.0,11.46,7.24,5.0,13.49,0.52,4,Medium
34.0,10.26,4.06,7.0,13.8,0.53,4,Medium
21.0,8.16,5.66,5.0,12.68,0.34,5,Medium
30.0,13.65,5.97,1.0,16.92,0.54,5,Medium
23.0,11.35,6.32,7.0,14.36,1.15,6,High
38.0,4.62,5.51,4.0,8.55,1.93,2,Low
36.0,11.45,7.33,4.0,15.09,1.22,3,Medium
22.0,4.24,8.72,4.0,5.47,0.82,0,Low
37.0,10.5,8.57,6.0,14.4,0.78,2,Low
27.0,6.1,7.32,6.0,8.73,0.05,2,Low
41.0,10.96,6.53,1.0,15.72,0.01,4,Medium
44.0,7.1,8.13,2.0,11.98,1.59,1,Low
43.0,12.73,8.18,6.0,15.52,0.98,4,Medium
38.0,7.37,8.15,3.0,12.25,0.07,2,Low
24.0,10.2,4.79,1.0,12.44,0.57,3,Medium
26.0,6.86,4.13,1.0,10.59,0.71,3,Medium
40.0,13.17,8.92,7.0,14.47,1.57,4,Medium
27.0,11.81,8.8,0.0,13.39,0.87,3,Medium
36.0,13.49,8.97,4.0,18.07,1.27,3,Medium
24.0,7.57,7.85,5.0,10.7,0.07,3,Medium
23.0,10.52,6.59,1.0,12.88,1.94,3,Medium
41.0,11.43,5.95,2.0,14.23,0.36,6,High
38.0,4.23,6.96,6.0,8.71,0.55,3,Medium
40.0,13.59,6.58,3.0,15.43,1.62,5,Medium
21.0,7.44,8.97,2.0,9.62,0.38,1,Low
41.0,12.51,8.18,1.0,17.25,1.73,3,Medium
31.0,5.17,4.44,0.0,8.75,1.29,2,Low
41.0,11.15,7.3,5.0,13.07,1.63,4,Medium
40.0,4.75,5.3,2.0,8.77,0.81,2,Low
41.0,13.17,7.29,4.0,17.08,1.14,3,Medium
26.0,7.35,5.99,4.0,10.36,1.93,3,Medium
24.0,7.63,4.51,2.0,11.66,1.02,3,Medium
36.0,9.06,5.41,0.0,10.83,0.19,4,Medium
43.0,7.61,4.44,4.0,10.46,1.4,3,Medium
39.0,11.83,8.85,1.0,13.31,0.54,3,Medium
28.0,13.75,5.98,6.0,15.98,1.34,6,High
33.0,9.85,8.51,3.0,11.72,0.7,1,Low
31.0,8.46,8.86,7.0,11.48,1.44,2,Low
25.0,6.23,8.55,0.0,7.79,0.73,0,Low
36.0,10.53,6.27,5.0,13.06,1.88,4,Medium
38.0,10.86,7.89,6.0,12.96,0.27,3,Medium
38.0,10.85,4.77,5.0,14.83,0.14,5,Medium
35.0,4.27,4.47,2.0,8.07,1.56,2,Low
31.0,12.99,8.38,5.0,14.37,0.8,4,Medium
31.0,7.38,4.16,7.0,12.19,0.93,4,Medium
39.0,11.44,8.86,3.0,15.42,1.87,3,Medium
25.0,11.6,7.36,3.0,15.06,1.18,3,Medium
42.0,10.51,6.1,1.0,13.42,1.32,3,Medium
23.0,7.95,4.71,5.0,9.66,0.04,4,Medium
25.0,10.08,7.62,0.0,14.93,1.34,1,Low
30.0,4.4,6.82,3.0,5.43,0.78,2,Low
20.0,11.62,7.56,0.0,15.39,0.92,3,Medium
43.0,5.0,6.09,1.0,8.03,1.62,2,Low
42.0,7.97,4.33,2.0,12.58,1.05,3,Medium
34.0,5.04,5.57,3.0,7.56,1.97,2,Low
44.0,9.5,4.04,7.0,13.47,1.46,4,Medium
37.0,10.83,5.65,3.0,12.05,0.82,3,Medium
38.0,5.33,7.12,7.0,6.92,0.04,2,Low
40.0,10.6,5.2,7.0,11.63,0.09,5,Medium
33.0,9.75,7.01,0.0,13.24,1.92,1,Low
37.0,4.31,7.24,6.0,8.49,0.65,1,Low
38.0,6.01,6.61,3.0,10.84,1.4,3,Medium
34.0,4.73,5.85,5.0,6.85,1.14,3,Medium
23.0,7.55,4.62,4.0,12.01,1.16,3,Medium
26.0,4.27,5.93,7.0,8.65,0.6,3,Medium
32.0,9.53,5.73,4.0,13.03,1.77,3,Medium
22.0,6.12,6.96,0.0,8.21,1.84,2,Low
28.0,13.1,5.88,4.0,14.81,1.73,5,Medium
39.0,6.69,8.06,1.0,10.88,0.2,2,Low
36.0,6.02,8.51,7.0,8.01,1.69,1,Low
36.0,4.74,4.35,2.0,8.42,0.63,2,Low
36.0,4.21,8.51,0.0,8.28,1.1,0,Low
20.0,13.52,4.82,4.0,17.9,0.02,6,High
27.0,11.25,5.69,0.0,13.38,1.97,5,Medium
38.0,12.0,7.03,6.0,13.1,1.53,4,Medium
25.0,13.81,8.53,6.0,16.85,0.72,4,Medium
22.0,13.32,5.28,5.0,17.74,1.97,6,High
24.0,11.37,7.82,6.0,13.2,0.18,5,Medium
32.0,10.94,7.55,6.0,13.62,0.93,2,Low
34.0,7.37,4.8,4.0,9.4,0.12,3,Medium
33.0,5.04,6.4,1.0,6.09,0.67,2,Low
42.0,9.74,6.41,7.0,14.33,0.44,5,Medium
41.0,8.43,8.63,2.0,10.82,0.85,1,Low
41.0,10.91,7.58,0.0,13.02,0.65,1,Low
30.0,9.75,8.86,7.0,14.51,1.28,2,Low
22.0,5.77,4.25,7.0,9.4,1.37,3,Medium
29.0,9.4,8.47,2.0,13.44,1.09,1,Low
40.0,9.13,4.54,1.0,12.38,0.76,3,Medium
35.0,5.64,5.79,6.0,7.72,0.34,4,Medium
31.0,8.63,8.18,7.0,12.97,0.86,2,Low
21.0,10.06,4.64,3.0,13.46,0.84,3,Medium
28.0,8.89,5.34,3.0,10.86,0.84,3,Medium
22.0,4.78,8.91,5.0,8.1,0.81,1,Low
43.0,5.91,7.99,1.0,8.89,1.91,0,Low
44.0,7.21,7.89,6.0,8.35,1.97,1,Low
34.0,8.19,5.71,0.0,12.83,1.05,3,Medium
22.0,9.94,7.31,5.0,14.75,1.12,2,Low
38.0,12.63,4.57,0.0,15.88,0.82,5,Medium
37.0,5.59,8.96,0.0,8.36,0.71,0,Low
27.0,4.15,6.4,2.0,6.59,1.97,2,Low
36.0,8.49,7.19,4.0,10.56,0.08,2,Low
27.0,8.32,8.38,1.0,11.62,0.82,1,Low
26.0,9.52,4.0,2.0,11.03,0.3,4,Medium
26.0,12.33,8.88,5.0,17.01,1.45,4,Medium
22.0,12.02,5.8,4.0,13.72,0.39,6,High
20.0,5.0,5.7,0.0,8.98,1.77,2,Low
44.0,5.1,8.29,6.0,7.0,1.83,1,Low
24.0,10.35,8.35,2.0,13.58,1.97,1,Low
20.0,10.72,4.1,7.0,14.78,1.54,4,Medium
34.0,10.8,4.28,1.0,14.71,1.25,3,Medium
24.0,6.65,8.59,1.0,8.59,0.3,1,Low
32.0,7.3,4.61,4.0,9.62,1.87,2,Low
27.0,9.49,7.1,2.0,13.97,1.55,1,Low
27.0,6.0,7.1,0.0,9.89,0.58,0,Low
24.0,4.2,8.35,7.0,8.05,0.94,1,Low
28.0,9.62,6.86,4.0,11.7,0.14,4,Medium
20.0,8.65,6.17,5.0,12.82,1.32,4,Medium
23.0,10.57,8.87,1.0,13.0,0.25,2,Low
22.0,5.47,5.14,7.0,8.08,1.3,3,Medium
21.0,12.41,5.31,5.0,14.56,1.34,6,High
42.0,12.91,8.88,2.0,15.59,1.9,3,Medium
28.0,8.5,7.53,3.0,9.57,1.56,0,Low
21.0,9.5,4.06,7.0,12.32,0.99,4,Medium
33.0,7.0,6.02,5.0,11.84,1.71,4,Medium
25.0,8.46,5.39,0.0,10.59,0.31,4,Medium
30.0,6.44,7.55,6.0,9.42,0.99,1,Low
22.0,9.28,7.14,1.0,10.96,1.73,1,Low
27.0,6.75,4.06,6.0,8.22,1.22,3,Medium
22.0,12.64,8.43,2.0,15.45,1.09,3,Medium
33.0,10.07,4.7,7.0,13.39,1.91,4,Medium
32.0,4.0,7.32,3.0,8.28,0.03,1,Low
32.0,12.05,7.88,1.0,17.04,0.02,4,Medium
32.0,7.2,4.49,1.0,9.09,0.08,3,Medium
38.0,7.83,8.88,4.0,11.82,0.67,1,Low
35.0,8.42,7.14,4.0,11.22,1.38,1,Low
21.0,10.29,7.99,4.0,15.03,1.3,1,Low
27.0,5.47,8.7,2.0,9.28,1.31,0,Low
36.0,13.7,7.02,7.0,17.43,0.64,4,Medium
42.0,11.3,5.3,4.0,12.35,1.06,5,Medium
29.0,11.24,4.82,0.0,15.41,0.61,5,Medium
35.0,9.75,4.11,4.0,11.95,1.59,3,Medium
25.0,5.09,8.54,2.0,7.26,0.64,0,Low
21.0,5.78,6.88,7.0,6.99,0.14,4,Medium
21.0,4.41,4.35,1.0,5.61,0.4,3,Medium
32.0,12.09,6.9,2.0,15.76,0.82,5,Medium
43.0,9.52,4.73,5.0,11.26,1.82,4,Medium
34.0,7.17,4.16,2.0,11.86,0.83,3,Medium
21.0,5.26,4.58,6.0,9.63,0.18,4,Medium
26.0,8.84,7.88,5.0,11.24,0.39,3,Medium
22.0,9.25,7.78,1.0,11.77,1.09,1,Low
27.0,11.02,7.02,7.0,13.33,0.36,5,Medium
42.0,13.7,5.05,6.0,15.07,0.13,7,High
33.0,8.35,7.69,2.0,9.48,1.43,0,Low
43.0,8.06,6.04,6.0,10.87,1.57,4,Medium
42.0,7.7,6.55,7.0,12.47,1.7,4,Medium
41.0,12.27,8.49,1.0,16.94,1.69,3,Medium
26.0,5.56,6.29,6.0,9.8,0.76,3,Medium
26.0,11.25,8.81,3.0,15.67,1.17,3,Medium
20.0,4.16,6.26,4.0,7.22,0.05,3,Medium
36.0,6.89,6.8,5.0,8.61,0.8,3,Medium
28.0,10.41,6.92,7.0,14.15,0.11,5,Medium
40.0,5.86,5.2,0.0,10.54,0.17,4,Medium
32.0,7.03,7.68,2.0,8.11,0.11,1,Low
40.0,8.86,7.63,6.0,10.87,1.92,2,Low
38.0,8.22,5.07,1.0,10.28,1.69,3,Medium
40.0,5.06,4.07,4.0,6.46,0.88,2,Low
38.0,13.38,8.99,7.0,15.28,0.5,4,Medium
44.0,4.44,6.91,6.0,6.98,0.14,4,Medium
44.0,11.5,4.91,2.0,16.26,0.86,5,Medium
41.0,4.71,5.42,4.0,9.15,1.2,2,Low
36.0,8.67,7.09,3.0,13.45,1.59,1,Low
42.0,5.75,4.69,2.0,7.23,0.1,3,Medium
42.0,5.41,4.19,6.0,6.52,0.84,3,Medium
29.0,5.26,7.99,1.0,6.7,1.95,0,Low
29.0,8.53,7.58,3.0,13.19,0.24,2,Low
23.0,9.15,5.55,2.0,10.78,0.8,3,Medium
41.0,13.79,6.43,6.0,15.7,0.27,7,High
39.0,6.58,5.38,3.0,7.66,1.68,2,Low
39.0,8.59,5.99,1.0,9.93,1.39,2,Low
37.0,6.16,5.37,2.0,10.0,0.82,2,Low
33.0,8.94,4.88,4.0,10.67,0.74,3,Medium
33.0,9.21,8.82,4.0,11.72,0.18,2,Low
39.0,6.86,5.33,7.0,10.49,0.29,5,Medium
40.0,6.48,5.68,5.0,9.36,1.81,3,Medium
43.0,11.59,5.65,3.0,16.37,1.63,5,Medium
34.0,5.18,6.4,6.0,7.92,1.55,3,Medium
41.0,7.7,8.22,2.0,9.5,1.25,0,Low
23.0,5.51,6.01,5.0,8.65,0.58,3,Medium
32.0,6.58,8.03,4.0,9.38,1.87,0,Low
42.0,5.53,4.58,3.0,9.68,0.98,2,Low
27.0,12.87,8.47,0.0,17.61,0.56,3,Medium
37.0,11.32,4.93,6.0,15.67,0.73,6,High
31.0,9.61,4.2,4.0,12.17,0.03,4,Medium
33.0,9.1,4.95,0.0,13.76,0.38,4,Medium
21.0,9.21,6.54,6.0,11.75,0.27,5,Medium
37.0,9.9,6.25,3.0,13.98,0.06,4,Medium
43.0,4.6,7.58,4.0,9.56,0.45,1,Low
21.0,13.73,4.25,0.0,17.04,0.21,6,High
30.0,8.65,6.49,7.0,11.57,0.09,5,Medium
28.0,13.27,5.66,6.0,17.07,0.27,7,High
31.0,4.1,7.15,3.0,5.88,0.4,1,Low
36.0,6.48,4.22,2.0,9.43,0.83,2,Low
34.0,5.04,4.17,0.0,7.29,1.17,2,Low
44.0,11.7,6.14,3.0,13.36,0.64,5,Medium
36.0,7.2,8.06,2.0,10.64,0.28,2,Low
37.0,12.4,7.36,7.0,15.7,1.88,4,Medium
41.0,12.32,4.08,0.0,16.36,1.03,5,Medium
25.0,10.68,4.89,3.0,15.17,1.48,3,Medium
36.0,10.66,5.13,4.0,12.54,1.39,3,Medium
42.0,11.0,6.12,0.0,15.12,0.57,3,Medium
37.0,7.87,5.08,6.0,11.39,1.2,4,Medium
27.0,10.83,5.91,2.0,15.23,0.7,3,Medium
28.0,12.97,6.92,5.0,14.99,1.34,6,High
25.0,7.33,5.92,6.0,10.73,1.58,4,Medium
31.0,4.14,6.46,3.0,8.3,0.03,3,Medium
44.0,7.49,5.62,4.0,11.28,0.7,3,Medium
20.0,12.15,4.95,5.0,15.97,0.73,6,High
30.0,13.18,4.76,2.0,16.6,0.42,6,High
38.0,11.78,5.74,2.0,14.61,1.87,5,Medium
28.0,13.77,6.06,6.0,16.28,1.31,6,High
21.0,6.16,8.66,2.0,8.49,1.04,0,Low
31.0,5.41,5.51,0.0,6.45,0.02,3,Medium
23.0,9.21,8.34,6.0,10.89,0.21,3,Medium
23.0,12.29,6.53,1.0,13.53,1.58,5,Medium
37.0,4.4,8.43,2.0,8.79,0.78,0,Low
34.0,13.96,7.51,1.0,18.4,0.09,4,Medium
38.0,10.02,7.54,5.0,14.4,1.65,2,Low
38.0,7.65,8.2,6.0,9.54,0.77,1,Low
36.0,8.58,5.27,5.0,11.55,1.95,4,Medium
35.0,11.93,7.18,4.0,15.97,1.44,3,Medium
43.0,6.33,6.19,4.0,7.34,1.9,2,Low
31.0,13.3,8.91,6.0,16.14,0.13,5,Medium
38.0,12.67,8.31,5.0,13.71,1.73,4,Medium
24.0,4.18,7.86,3.0,6.3,0.83,0,Low
36.0,5.29,5.37,7.0,8.03,1.76,3,Medium
42.0,8.96,8.87,0.0,13.53,0.62,1,Low
20.0,8.61,7.71,1.0,12.23,1.97,1,Low
44.0,11.08,7.03,3.0,13.53,1.29,3,Medium
43.0,4.9,8.61,1.0,7.86,1.25,0,Low
42.0,10.45,4.81,6.0,14.72,1.61,4,Medium
29.0,10.16,4.7,0.0,12.36,0.87,3,Medium
34.0,6.34,6.82,6.0,9.8,0.52,3,Medium
42.0,9.42,4.28,2.0,11.47,0.53,3,Medium
40.0,6.22,7.32,6.0,9.14,0.66,1,Low
40.0,5.47,5.2,5.0,6.57,1.23,3,Medium
30.0,9.73,4.6,3.0,14.14,1.68,3,Medium
32.0,13.77,6.05,6.0,14.96,1.0,6,High
24.0,6.37,6.33,0.0,8.27,0.81,2,Low
20.0,7.55,4.85,5.0,9.88,1.59,3,Medium
43.0,6.57,4.21,3.0,10.07,0.58,3,Medium
31.0,6.66,6.07,6.0,10.54,1.38,4,Medium
30.0,8.04,7.8,4.0,9.36,0.21,1,Low
36.0,11.02,8.37,6.0,12.19,0.23,5,Medium
23.0,4.39,4.49,7.0,8.59,1.29,3,Medium
34.0,13.57,6.62,3.0,17.42,0.17,6,High
44.0,4.46,5.32,2.0,8.79,0.31,3,Medium
28.0,12.81,5.87,2.0,16.52,1.25,5,Medium
40.0,12.94,8.67,1.0,16.94,0.88,3,Medium
39.0,9.24,5.76,7.0,11.76,1.12,4,Medium
38.0,5.37,5.83,3.0,8.73,1.95,2,Low
38.0,9.65,5.05,6.0,13.87,1.26,4,Medium
31.0,10.29,8.8,4.0,11.98,1.18,1,Low
24.0,12.58,6.28,6.0,15.27,0.76,6,High
29.0,9.51,6.85,2.0,13.47,1.26,3,Medium
36.0,8.11,6.27,7.0,11.24,0.03,5,Medium
24.0,12.38,5.26,1.0,16.11,1.11,5,Medium
41.0,13.81,8.05,6.0,15.98,0.14,5,Medium
35.0,10.45,4.14,4.0,11.58,0.44,4,Medium
28.0,9.99,6.97,6.0,14.76,1.34,4,Medium
22.0,10.9,4.72,4.0,15.68,0.77,3,Medium
34.0,10.88,4.83,0.0,12.73,0.84,3,Medium
35.0,11.05,7.3,2.0,12.64,1.0,3,Medium
